id	pfam_id	uniprot_id	pfam_embedding	uniprot_embedding	refSeqAccession	entry	entry_name	protein_names	gene_names	organism	pfam_description	uniprot_function
None	PF06686	A0A2B4FP67	None	None	WP_000020914.1	None	None	A0A2B4FP67_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A2A7E1L4	None	None	WP_000020914.1	None	None	A0A2A7E1L4_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A2A7H5I0	None	None	WP_000020914.1	None	None	A0A2A7H5I0_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A2G6QJB0	None	None	WP_000020914.1	None	None	A0A2G6QJB0_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A2N1K402	None	None	WP_000020914.1	None	None	A0A2N1K402_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A9X8BV25	None	None	WP_000020914.1	None	None	A0A9X8BV25_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A7Z8RN94	None	None	WP_000020914.1	None	None	A0A7Z8RN94_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A7V7HWJ8	None	None	WP_000020914.1	None	None	A0A7V7HWJ8_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A6I7Y1G4	None	None	WP_000020914.1	None	None	A0A6I7Y1G4_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A6H9IIK5	None	None	WP_000020914.1	None	None	A0A6H9IIK5_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A9X9CC34	None	None	WP_000020914.1	None	None	A0A9X9CC34_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A9W7PTE7	None	None	WP_000020914.1	None	None	A0A9W7PTE7_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0AAI9W6Z0	None	None	WP_000020914.1	None	None	A0AAI9W6Z0_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A9W7PES7	None	None	WP_000020914.1	None	None	A0A9W7PES7_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A7Z8S786	None	None	WP_000020914.1	None	None	A0A7Z8S786_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A7V7HEU6	None	None	WP_000020914.1	None	None	A0A7V7HEU6_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	Q818Q5	None	None	WP_000020914.1	None	None	Q818Q5_BACCR	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A090YJY9	None	None	WP_000020914.1	None	None	A0A090YJY9_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A516QW88	None	None	WP_000020914.1	None	None	A0A516QW88_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A4Y7QXM1	None	None	WP_000020914.1	None	None	A0A4Y7QXM1_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A4S4HWM0	None	None	WP_000020914.1	None	None	A0A4S4HWM0_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A3G5UE57	None	None	WP_000020914.1	None	None	A0A3G5UE57_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A6H0TC06	None	None	WP_000020914.1	None	None	A0A6H0TC06_BACTU	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A5C5AP49	None	None	WP_000020914.1	None	None	A0A5C5AP49_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A556CWM2	None	None	WP_000020914.1	None	None	A0A556CWM2_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0AAE6QZX5	None	None	WP_000020914.1	None	None	A0AAE6QZX5_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A6L5Q2I7	None	None	WP_000020914.1	None	None	A0A6L5Q2I7_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A8I1KKQ1	None	None	WP_000020914.1	None	None	A0A8I1KKQ1_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	Q6HDX4	None	None	WP_000020914.1	None	None	Q6HDX4_BACHK	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	Q634Z3	None	None	WP_000020914.1	None	None	Q634Z3_BACCZ	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A8T9ZAD5	None	None	WP_000020914.1	None	None	A0A8T9ZAD5_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A243GEM4	None	None	WP_000020914.1	None	None	A0A243GEM4_BACTF	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0AAJ1L5U8	None	None	WP_000020914.1	None	None	A0AAJ1L5U8_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0AAE4QC87	None	None	WP_000020914.1	None	None	A0AAE4QC87_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0AAJ1LNI4	None	None	WP_000020914.1	None	None	A0AAJ1LNI4_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0AA96PM84	None	None	WP_000020914.1	None	None	A0AA96PM84_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0AAJ2RHM9	None	None	WP_000020914.1	None	None	A0AAJ2RHM9_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A9VGX4	None	None	WP_000020914.1	None	None	A9VGX4_BACMK	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A243A3X7	None	None	WP_000020914.1	None	None	A0A243A3X7_BACTU	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A1V9WAU4	None	None	WP_000020914.1	None	None	A0A1V9WAU4_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	B7IXI2	None	None	WP_000020914.1	None	None	B7IXI2_BACC2	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	B7HB62	None	None	WP_000020914.1	None	None	B7HB62_BACC4	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	B7JM42	None	None	WP_000020914.1	None	None	B7JM42_BACC0	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0RII3	None	None	WP_000020914.1	None	None	A0RII3_BACAH	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0AAN0SZY0	None	None	WP_000020914.1	None	None	A0AAN0SZY0_BACCE	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A9X6IJH2	None	None	WP_000020914.1	None	None	A0A9X6IJH2_BACTU	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	C3GNY3	None	None	WP_000020914.1	None	None	C3GNY3_BACTU	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A9W3KKN2	None	None	WP_000020914.1	None	None	A0A9W3KKN2_BACTU	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A9X6R579	None	None	WP_000020914.1	None	None	A0A9X6R579_BACTJ	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A158RNB9	None	None	WP_000020914.1	None	None	A0A158RNB9_BACC3	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A073KI46	None	None	WP_000020914.1	None	None	A0A073KI46_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A1S9X5W1	None	None	WP_000020914.1	None	None	A0A1S9X5W1_9BACI	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A9W5JNF0	None	None	WP_000020914.1	None	None	A0A9W5JNF0_BACCE	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF06686	A0A9X6RIS1	None	None	WP_000020914.1	None	None	A0A9X6RIS1_BACTV	None	None	This family consists of several bacterial stage III sporulation protein AC (SpoIIIAC) and SpoIIIAD sequences. The exact function of this family is unknown.  SpoIIIAD is the an uncharacterised protein which is part of the spoIIIA operon that acts at sporulation stage III as part of a cascade of events leading to endospore formation. The operon is regulated by sigmaG [[cite:PUB00020362]].	None
None	PF03780	J7XRF5	None	None	WP_000021109.1	None	None	J7XRF5_BACCE	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	J8E125	None	None	WP_000021109.1	None	None	J8E125_BACCE	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A9W5VK99	None	None	WP_000021109.1	None	None	A0A9W5VK99_BACCE	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A9W5QCQ2	None	None	WP_000021109.1	None	None	A0A9W5QCQ2_BACCE	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	J8FE11	None	None	WP_000021109.1	None	None	J8FE11_BACCE	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A9W5K5A6	None	None	WP_000021109.1	None	None	A0A9W5K5A6_BACC8	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A9W5NXW4	None	None	WP_000021109.1	None	None	A0A9W5NXW4_BACC6	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	R8Q516	None	None	WP_000021109.1	None	None	R8Q516_BACCE	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A9W5PPA8	None	None	WP_000021109.1	None	None	A0A9W5PPA8_BACCE	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
